trialNo,tablerow,soundrow,correct_answer,rt,status,trialaccuracy,totalaccuracy,participant,test,group,test_speaker,word1,word2,test_type,testpairs,correct_word,stream_type,training,beeptotalaccuracy,ppID,training_speaker,train_test_speaker_match,lateralization
32,66,66,2,800,1,1,24,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,dulepo,biwetu,seg_Attended,dulepo_biwetu,biwetu,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
33,59,59,2,2912,2,0,24,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,wetuxi,pomasi,seg_Attended,wetuxi_pomasi,pomasi,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
34,22,22,1,1597,1,1,25,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,bavolu,voluho,seg_Unattended,bavolu_voluho,bavolu,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
35,34,34,1,728,2,0,25,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,kirewa,voluho,seg_Unattended,kirewa_voluho,kirewa,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
36,71,71,2,2850,1,1,26,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,wetuxi,xidule,seg_Attended,wetuxi_xidule,xidule,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
37,28,28,2,2528,2,0,26,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,voluho,hoshife,seg_Unattended,voluho_hoshife,hoshife,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
38,54,54,2,539,1,1,27,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,dulepo,herisha,seg_Attended,dulepo_herisha,herisha,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
39,41,41,1,610,1,1,28,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,fanujo,wetuxi,seg_Attended,fanujo_wetuxi,fanujo,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
40,9,9,2,629,1,1,29,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,luzuta,pejuxo,seg_Unattended,luzuta_pejuxo,pejuxo,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
41,11,11,2,4218,1,1,30,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,shifeni,pejuxo,seg_Unattended,shifeni_pejuxo,pejuxo,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
42,13,13,1,994,1,1,31,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,zutami,xonisu,seg_Unattended,zutami_xonisu,zutami,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
43,18,18,2,646,2,0,31,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,rewani,zutami,seg_Unattended,rewani_zutami,zutami,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
44,68,68,1,932,1,1,32,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,xidule,shavuko,seg_Attended,xidule_shavuko,xidule,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
45,39,39,1,2644,1,1,33,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,fanujo,tuheri,seg_Attended,fanujo_tuheri,fanujo,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
46,56,56,1,2640,1,1,34,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,pomasi,shavuko,seg_Attended,pomasi_shavuko,pomasi,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
47,29,29,1,3361,2,0,34,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,hoshife,shifeni,seg_Unattended,hoshife_shifeni,hoshife,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
48,21,21,2,1670,1,1,35,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,luzuta,bavolu,seg_Unattended,luzuta_bavolu,bavolu,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
49,46,46,1,562,2,0,35,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,vukoza,masihe,seg_Attended,vukoza_masihe,vukoza,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
50,35,35,2,2788,2,0,35,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,shifeni,kirewa,seg_Unattended,shifeni_kirewa,kirewa,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
51,14,14,2,1449,2,0,35,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,mipeju,zutami,seg_Unattended,mipeju_zutami,zutami,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
52,45,45,2,3500,2,0,35,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,tuheri,vukoza,seg_Attended,tuheri_vukoza,vukoza,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
53,30,30,2,482,2,0,35,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,rewani,hoshife,seg_Unattended,rewani_hoshife,hoshife,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
54,53,53,1,1523,1,1,36,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,herisha,wetuxi,seg_Attended,herisha_wetuxi,herisha,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
55,23,23,2,2219,2,0,36,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,shifeni,bavolu,seg_Unattended,shifeni_bavolu,bavolu,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
56,17,17,1,2385,2,0,36,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,zutami,shifeni,seg_Unattended,zutami_shifeni,zutami,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
57,67,67,2,3284,1,1,37,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,zafanu,xidule,seg_Attended,zafanu_xidule,xidule,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
58,60,60,1,1234,1,1,38,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,pomasi,dulepo,seg_Attended,pomasi_dulepo,pomasi,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
59,52,52,2,520,1,1,39,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,masihe,herisha,seg_Attended,masihe_herisha,herisha,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
60,43,43,2,2544,2,0,39,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,zafanu,vukoza,seg_Attended,zafanu_vukoza,vukoza,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
61,6,6,2,1190,2,0,39,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,rewani,nisuda,seg_Unattended,rewani_nisuda,nisuda,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
62,55,55,2,2630,1,1,40,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,zafanu,pomasi,seg_Attended,zafanu_pomasi,pomasi,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
63,3,3,1,2586,1,1,41,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,nisuda,luzuta,seg_Unattended,nisuda_luzuta,nisuda,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
64,51,51,1,837,1,1,42,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,herisha,tuheri,seg_Attended,herisha_tuheri,herisha,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
65,47,47,2,3773,1,1,43,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,wetuxi,vukoza,seg_Attended,wetuxi_vukoza,vukoza,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
66,37,37,1,613,1,1,44,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,fanujo,zafanu,seg_Attended,fanujo_zafanu,fanujo,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
67,64,64,2,661,1,1,45,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,masihe,biwetu,seg_Attended,masihe_biwetu,biwetu,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
68,49,49,1,566,1,1,46,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,herisha,zafanu,seg_Attended,herisha_zafanu,herisha,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
70,2,2,2,1197,1,1,47,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,mipeju,nisuda,seg_Unattended,mipeju_nisuda,nisuda,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
71,63,63,2,1431,2,0,47,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,biwetu,tuheri,seg_Attended,biwetu_tuheri,biwetu,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
72,36,36,1,1843,2,0,47,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,kirewa,rewani,seg_Unattended,kirewa_rewani,kirewa,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
73,18,90,1,1014,1,1,48,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,xidule,zutami,rec,xidule_zutami,xidule,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
74,6,78,2,1430,1,1,49,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,xidule,nisuda,rec,xidule_nisuda,xidule,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
75,3,75,2,1101,1,1,50,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,nisuda,herisha,rec,nisuda_herisha,herisha,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
76,4,76,1,1610,2,0,50,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,pomasi,nisuda,rec,pomasi_nisuda,pomasi,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
77,13,85,2,2098,2,0,50,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,zutami,fanujo,rec,zutami_fanujo,fanujo,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
78,7,79,1,592,1,1,51,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,fanujo,pejuxo,rec,fanujo_pejuxo,fanujo,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
79,10,82,2,911,1,1,52,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,pejuxo,pomasi,rec,pejuxo_pomasi,pomasi,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
80,32,104,2,1710,2,0,52,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,kirewa,vukoza,rec,kirewa_vukoza,vukoza,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
81,15,87,2,555,1,1,53,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,zutami,herisha,rec,zutami_herisha,herisha,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
82,12,84,2,512,1,1,54,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,pejuxo,xidule,rec,pejuxo_xidule,xidule,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
83,30,102,1,577,1,1,55,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,xidule,hoshife,rec,xidule_hoshife,xidule,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
84,9,81,1,709,1,1,56,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,herisha,pejuxo,rec,herisha_pejuxo,herisha,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
85,29,101,2,569,1,1,57,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,hoshife,biwetu,rec,hoshife_biwetu,biwetu,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
86,26,98,1,2352,2,0,57,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,vukoza,hoshife,rec,vukoza_hoshife,vukoza,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
87,14,86,1,392,2,0,57,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,vukoza,zutami,rec,vukoza_zutami,vukoza,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
88,34,106,2,2406,1,1,58,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,kirewa,pomasi,rec,kirewa_pomasi,pomasi,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
89,25,97,2,900,1,1,59,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,hoshife,fanujo,rec,hoshife_fanujo,fanujo,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
90,20,92,2,788,2,0,59,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,bavolu,vukoza,rec,bavolu_vukoza,vukoza,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
91,2,74,1,2422,2,0,59,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,vukoza,nisuda,rec,vukoza_nisuda,vukoza,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
92,24,96,2,604,2,0,59,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,bavolu,xidule,rec,bavolu_xidule,xidule,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
93,16,88,1,1481,1,1,60,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,pomasi,zutami,rec,pomasi_zutami,pomasi,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
94,28,100,1,781,1,1,61,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,pomasi,hoshife,rec,pomasi_hoshife,pomasi,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
95,35,107,1,531,1,1,62,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,biwetu,kirewa,rec,biwetu_kirewa,biwetu,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
96,23,95,1,610,1,1,63,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,biwetu,bavolu,rec,biwetu_bavolu,biwetu,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
97,19,91,1,2207,1,1,64,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,fanujo,bavolu,rec,fanujo_bavolu,fanujo,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
98,27,99,2,641,1,1,65,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,hoshife,herisha,rec,hoshife_herisha,herisha,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
99,11,83,1,600,1,1,66,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,biwetu,pejuxo,rec,biwetu_pejuxo,biwetu,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
100,8,80,2,614,1,1,67,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,pejuxo,vukoza,rec,pejuxo_vukoza,vukoza,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
101,1,73,2,621,1,1,68,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,nisuda,fanujo,rec,nisuda_fanujo,fanujo,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
102,17,89,2,980,1,1,69,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,zutami,biwetu,rec,zutami_biwetu,biwetu,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
103,21,93,1,848,1,1,70,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,herisha,bavolu,rec,herisha_bavolu,herisha,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
104,5,77,2,428,1,1,71,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,nisuda,biwetu,rec,nisuda_biwetu,biwetu,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
105,33,105,1,912,1,1,72,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,herisha,kirewa,rec,herisha_kirewa,herisha,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
106,31,103,1,1258,1,1,73,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,fanujo,kirewa,rec,fanujo_kirewa,fanujo,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
107,22,94,2,1547,2,0,73,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,bavolu,pomasi,rec,bavolu_pomasi,pomasi,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
108,36,108,2,753,1,1,74,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,kirewa,xidule,rec,kirewa_xidule,xidule,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
1,65,65,1,4111,1,1,1,ef4b3f52-3e9f-46e0-ac3f-922126f8d97f,AD_Group4_test,4,F,biwetu,wetuxi,seg_Attended,biwetu_wetuxi,biwetu,dual,AD_G4_L_F_LangB_R_M_LangA,12,83,F,Match,L
2,33,33,2,1164,2,0,1,ef4b3f52-3e9f-46e0-ac3f-922126f8d97f,AD_Group4_test,4,M,luzuta,kirewa,seg_Unattended,luzuta_kirewa,kirewa,dual,AD_G4_L_F_LangB_R_M_LangA,12,83,F,Mismatch,L
3,2,2,2,771,1,1,2,ef4b3f52-3e9f-46e0-ac3f-922126f8d97f,AD_Group4_test,4,M,mipeju,nisuda,seg_Unattended,mipeju_nisuda,nisuda,dual,AD_G4_L_F_LangB_R_M_LangA,12,83,F,Mismatch,L
4,57,57,2,637,2,0,2,ef4b3f52-3e9f-46e0-ac3f-922126f8d97f,AD_Group4_test,4,M,tuheri,pomasi,seg_Attended,tuheri_pomasi,pomasi,dual,AD_G4_L_F_LangB_R_M_LangA,12,83,F,Mismatch,L
5,61,61,1,1164,2,0,2,ef4b3f52-3e9f-46e0-ac3f-922126f8d97f,AD_Group4_test,4,F,biwetu,zafanu,seg_Attended,biwetu_zafanu,biwetu,dual,AD_G4_L_F_LangB_R_M_LangA,12,83,F,Match,L
6,50,50,2,1777,1,1,3,ef4b3f52-3e9f-46e0-ac3f-922126f8d97f,AD_Group4_test,4,F,shavuko,herisha,seg_Attended,shavuko_herisha,herisha,dual,AD_G4_L_F_LangB_R_M_LangA,12,83,F,Match,L
7,26,26,2,651,2,0,3,ef4b3f52-3e9f-46e0-ac3f-922126f8d97f,AD_Group4_test,4,M,mipeju,hoshife,seg_Unattended,mipeju_hoshife,hoshife,dual,AD_G4_L_F_LangB_R_M_LangA,12,83,F,Mismatch,L
8,39,39,1,1379,1,1,4,ef4b3f52-3e9f-46e0-ac3f-922126f8d97f,AD_Group4_test,4,F,fanujo,tuheri,seg_Attended,fanujo_tuheri,fanujo,dual,AD_G4_L_F_LangB_R_M_LangA,12,83,F,Match,L
9,60,60,1,1630,2,0,4,ef4b3f52-3e9f-46e0-ac3f-922126f8d97f,AD_Group4_test,4,F,pomasi,dulepo,seg_Attended,pomasi_dulepo,pomasi,dual,AD_G4_L_F_LangB_R_M_LangA,12,83,F,Match,L
10,11,11,2,722,2,0,4,ef4b3f52-3e9f-46e0-ac3f-922126f8d97f,AD_Group4_test,4,F,shifeni,pejuxo,seg_Unattended,shifeni_pejuxo,pejuxo,dual,AD_G4_L_F_LangB_R_M_LangA,12,83,F,Match,L
11,21,21,2,613,2,0,4,ef4b3f52-3e9f-46e0-ac3f-922126f8d97f,AD_Group4_test,4,M,luzuta,bavolu,seg_Unattended,luzuta_bavolu,bavolu,dual,AD_G4_L_F_LangB_R_M_LangA,12,83,F,Mismatch,L
12,52,52,2,922,2,0,4,ef4b3f52-3e9f-46e0-ac3f-922126f8d97f,AD_Group4_test,4,F,masihe,herisha,seg_Attended,masihe_herisha,herisha,dual,AD_G4_L_F_LangB_R_M_LangA,12,83,F,Match,L
13,28,28,2,2025,2,0,4,ef4b3f52-3e9f-46e0-ac3f-922126f8d97f,AD_Group4_test,4,M,voluho,hoshife,seg_Unattended,voluho_hoshife,hoshife,dual,AD_G4_L_F_LangB_R_M_LangA,12,83,F,Mismatch,L
14,30,30,2,426,2,0,4,ef4b3f52-3e9f-46e0-ac3f-922126f8d97f,AD_Group4_test,4,M,rewani,hoshife,seg_Unattended,rewani_hoshife,hoshife,dual,AD_G4_L_F_LangB_R_M_LangA,12,83,F,Mismatch,L
15,43,43,2,374,2,0,4,ef4b3f52-3e9f-46e0-ac3f-922126f8d97f,AD_Group4_test,4,F,zafanu,vukoza,seg_Attended,zafanu_vukoza,vukoza,dual,AD_G4_L_F_LangB_R_M_LangA,12,83,F,Match,L
16,16,16,2,628,1,1,5,ef4b3f52-3e9f-46e0-ac3f-922126f8d97f,AD_Group4_test,4,F,voluho,zutami,seg_Unattended,voluho_zutami,zutami,dual,AD_G4_L_F_LangB_R_M_LangA,12,83,F,Match,L
17,14,14,2,388,2,0,5,ef4b3f52-3e9f-46e0-ac3f-922126f8d97f,AD_Group4_test,4,F,mipeju,zutami,seg_Unattended,mipeju_zutami,zutami,dual,AD_G4_L_F_LangB_R_M_LangA,12,83,F,Match,L
18,63,63,2,718,2,0,5,ef4b3f52-3e9f-46e0-ac3f-922126f8d97f,AD_Group4_test,4,F,biwetu,tuheri,seg_Attended,biwetu_tuheri,biwetu,dual,AD_G4_L_F_LangB_R_M_LangA,12,83,F,Match,L
19,48,48,1,823,1,1,6,ef4b3f52-3e9f-46e0-ac3f-922126f8d97f,AD_Group4_test,4,M,vukoza,dulepo,seg_Attended,vukoza_dulepo,vukoza,dual,AD_G4_L_F_LangB_R_M_LangA,12,83,F,Mismatch,L
20,35,35,2,988,2,0,6,ef4b3f52-3e9f-46e0-ac3f-922126f8d97f,AD_Group4_test,4,M,shifeni,kirewa,seg_Unattended,shifeni_kirewa,kirewa,dual,AD_G4_L_F_LangB_R_M_LangA,12,83,F,Mismatch,L
21,3,3,1,1054,1,1,7,ef4b3f52-3e9f-46e0-ac3f-922126f8d97f,AD_Group4_test,4,F,nisuda,luzuta,seg_Unattended,nisuda_luzuta,nisuda,dual,AD_G4_L_F_LangB_R_M_LangA,12,83,F,Match,L
22,70,70,1,736,2,0,7,ef4b3f52-3e9f-46e0-ac3f-922126f8d97f,AD_Group4_test,4,F,xidule,masihe,seg_Attended,xidule_masihe,xidule,dual,AD_G4_L_F_LangB_R_M_LangA,12,83,F,Match,L
23,58,58,1,583,2,0,7,ef4b3f52-3e9f-46e0-ac3f-922126f8d97f,AD_Group4_test,4,F,pomasi,masihe,seg_Attended,pomasi_masihe,pomasi,dual,AD_G4_L_F_LangB_R_M_LangA,12,83,F,Match,L
24,42,42,2,1294,1,1,8,ef4b3f52-3e9f-46e0-ac3f-922126f8d97f,AD_Group4_test,4,M,dulepo,fanujo,seg_Attended,dulepo_fanujo,fanujo,dual,AD_G4_L_F_LangB_R_M_LangA,12,83,F,Mismatch,L
25,12,12,1,1004,2,0,8,ef4b3f52-3e9f-46e0-ac3f-922126f8d97f,AD_Group4_test,4,M,pejuxo,rewani,seg_Unattended,pejuxo_rewani,pejuxo,dual,AD_G4_L_F_LangB_R_M_LangA,12,83,F,Mismatch,L
26,9,9,2,1792,2,0,8,ef4b3f52-3e9f-46e0-ac3f-922126f8d97f,AD_Group4_test,4,F,luzuta,pejuxo,seg_Unattended,luzuta_pejuxo,pejuxo,dual,AD_G4_L_F_LangB_R_M_LangA,12,83,F,Match,L
27,5,5,1,1846,1,1,9,ef4b3f52-3e9f-46e0-ac3f-922126f8d97f,AD_Group4_test,4,F,nisuda,shifeni,seg_Unattended,nisuda_shifeni,nisuda,dual,AD_G4_L_F_LangB_R_M_LangA,12,83,F,Match,L
28,22,22,1,1721,1,1,10,ef4b3f52-3e9f-46e0-ac3f-922126f8d97f,AD_Group4_test,4,F,bavolu,voluho,seg_Unattended,bavolu_voluho,bavolu,dual,AD_G4_L_F_LangB_R_M_LangA,12,83,F,Match,L
29,4,4,2,1964,1,1,11,ef4b3f52-3e9f-46e0-ac3f-922126f8d97f,AD_Group4_test,4,M,voluho,nisuda,seg_Unattended,voluho_nisuda,nisuda,dual,AD_G4_L_F_LangB_R_M_LangA,12,83,F,Mismatch,L
30,44,44,1,2203,1,1,12,ef4b3f52-3e9f-46e0-ac3f-922126f8d97f,AD_Group4_test,4,M,vukoza,shavuko,seg_Attended,vukoza_shavuko,vukoza,dual,AD_G4_L_F_LangB_R_M_LangA,12,83,F,Mismatch,L
31,7,7,2,1769,2,0,12,ef4b3f52-3e9f-46e0-ac3f-922126f8d97f,AD_Group4_test,4,F,xonisu,pejuxo,seg_Unattended,xonisu_pejuxo,pejuxo,dual,AD_G4_L_F_LangB_R_M_LangA,12,83,F,Match,L
32,49,49,1,635,2,0,12,ef4b3f52-3e9f-46e0-ac3f-922126f8d97f,AD_Group4_test,4,M,herisha,zafanu,seg_Attended,herisha_zafanu,herisha,dual,AD_G4_L_F_LangB_R_M_LangA,12,83,F,Mismatch,L
33,6,6,2,526,2,0,12,ef4b3f52-3e9f-46e0-ac3f-922126f8d97f,AD_Group4_test,4,M,rewani,nisuda,seg_Unattended,rewani_nisuda,nisuda,dual,AD_G4_L_F_LangB_R_M_LangA,12,83,F,Mismatch,L
34,18,18,2,1015,2,0,12,ef4b3f52-3e9f-46e0-ac3f-922126f8d97f,AD_Group4_test,4,F,rewani,zutami,seg_Unattended,rewani_zutami,zutami,dual,AD_G4_L_F_LangB_R_M_LangA,12,83,F,Match,L
